company_id,type,rule_id,text,confidence_pct
62,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
62,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
63,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
63,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
63,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
64,con,CON_DEFAULT,Exposed to macroeconomic cyclicality and commodity price fluctuations,75
64,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
64,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,87
64,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82
64,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
65,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
65,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
65,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
66,con,CON_DEFAULT,Exposed to macroeconomic cyclicality and commodity price fluctuations,75
66,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
66,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
66,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,92
66,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
66,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82
66,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
67,con,CON_DEFAULT,Exposed to macroeconomic cyclicality and commodity price fluctuations,75
67,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
67,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
67,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,87
67,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
67,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82
67,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
68,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
68,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
68,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
68,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
68,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
69,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
69,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
69,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
69,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
69,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
70,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
70,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
70,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
70,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
70,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
71,con,CON_DEFAULT,Exposed to macroeconomic cyclicality and commodity price fluctuations,75
71,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
71,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
71,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
71,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
72,con,CON_DEFAULT,Exposed to macroeconomic cyclicality and commodity price fluctuations,75
72,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
72,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
72,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,92
72,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
72,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
73,con,CON_DEFAULT,Exposed to macroeconomic cyclicality and commodity price fluctuations,75
73,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
73,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
73,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
73,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
74,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
74,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
74,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
74,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
74,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
75,con,CON_DEFAULT,Exposed to macroeconomic cyclicality and commodity price fluctuations,75
75,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
75,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
75,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
75,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,87
75,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
75,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82
75,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
76,con,CON_DEFAULT,Exposed to macroeconomic cyclicality and commodity price fluctuations,75
76,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
76,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
76,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
76,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
77,con,CON_DEFAULT,Exposed to macroeconomic cyclicality and commodity price fluctuations,75
77,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
77,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
77,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
77,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
78,con,CON_DEFAULT,Exposed to macroeconomic cyclicality and commodity price fluctuations,75
78,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
78,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
78,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
78,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82
78,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
79,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
79,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
79,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
79,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
79,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
80,con,CON_DEFAULT,Exposed to macroeconomic cyclicality and commodity price fluctuations,75
80,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
80,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
80,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
80,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82
80,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
81,con,CON_DEFAULT,Exposed to macroeconomic cyclicality and commodity price fluctuations,75
81,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
81,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
81,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
81,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,87
81,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
81,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82
81,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
82,con,CON_DEFAULT,Exposed to macroeconomic cyclicality and commodity price fluctuations,75
82,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
82,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
82,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
82,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
83,con,CON_DEFAULT,Exposed to macroeconomic cyclicality and commodity price fluctuations,75
83,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
83,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
83,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
83,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
84,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
84,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
84,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
84,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
84,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
85,con,CON_DEFAULT,Exposed to macroeconomic cyclicality and commodity price fluctuations,75
85,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
85,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
85,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,87
85,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82
85,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
86,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
86,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
86,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
86,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
86,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
87,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
87,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
87,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
87,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
87,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
88,con,CON_DEFAULT,Exposed to macroeconomic cyclicality and commodity price fluctuations,75
88,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
88,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
88,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,92
88,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
88,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82
88,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
89,con,CON_DEFAULT,Exposed to macroeconomic cyclicality and commodity price fluctuations,75
89,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
89,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
89,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
89,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82
89,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
90,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
90,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
90,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
91,con,CON_DEFAULT,Exposed to macroeconomic cyclicality and commodity price fluctuations,75
91,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
91,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
91,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
91,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
92,con,CON_DEFAULT,Exposed to macroeconomic cyclicality and commodity price fluctuations,75
92,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
92,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
92,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,92
92,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,87
92,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
92,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82
92,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
